station,name,latitude,longitude,elevation,date,prcp,tobs,month,day,year
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,1/24/10,0.01,71,1,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,1/25/10,0,67,1,25,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,1/26/10,0.04,76,1,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,1/27/10,0.12,68,1,27,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,1/28/10,0,72,1,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,1/30/10,0.040085837,70,1,30,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,1/31/10,0.03,67,1,31,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/1/10,0.01,66,2,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/3/10,0.067361111,67,2,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/4/10,0.01,69,2,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/5/10,0,67,2,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/6/10,0,67,2,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/7/10,0,64,2,7,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/8/10,0,69,2,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/9/10,0,73,2,9,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/11/10,0,73,2,11,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/12/10,0.02,69,2,12,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/13/10,0.01,69,2,13,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/14/10,0,69,2,14,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/15/10,0,71,2,15,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/16/10,0,61,2,16,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/17/10,0,69,2,17,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/19/10,0.067361111,63,2,19,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/20/10,0.03,64,2,20,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/21/10,0,65,2,21,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/22/10,0,67,2,22,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/23/10,0,68,2,23,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/24/10,0,65,2,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/25/10,0,76,2,25,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/26/10,0,75,2,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,2/28/10,0,66,2,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/1/10,0.01,70,3,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/2/10,0,72,3,2,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/3/10,0,73,3,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/4/10,0.12,70,3,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/5/10,0.08,71,3,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/6/10,0.03,72,3,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/7/10,0,72,3,7,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/8/10,0.43,69,3,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/9/10,0.06,70,3,9,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/11/10,0.089012876,73,3,11,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/12/10,0,72,3,12,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/13/10,0,73,3,13,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/14/10,0,70,3,14,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/15/10,0.06,71,3,15,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/17/10,0,68,3,17,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/18/10,0,70,3,18,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/21/10,0,72,3,21,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/22/10,0,69,3,22,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/23/10,0,68,3,23,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/24/10,0,74,3,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/26/10,0.089012876,72,3,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/27/10,0,72,3,27,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/28/10,0,73,3,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/29/10,0,74,3,29,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/30/10,0,73,3,30,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,3/31/10,0,73,3,31,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/1/10,0,74,4,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/2/10,0.01,74,4,2,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/3/10,0.17,74,4,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/4/10,0.15,71,4,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/5/10,0.27,72,4,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/6/10,0.01,75,4,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/8/10,0,75,4,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/9/10,0.01,75,4,9,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/10/10,0,75,4,10,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/11/10,0.01,73,4,11,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/12/10,0.01,73,4,12,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/13/10,0,71,4,13,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/15/10,0,71,4,15,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/16/10,0.01,68,4,16,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/17/10,0,70,4,17,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/18/10,0,71,4,18,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/19/10,0,74,4,19,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/20/10,0.04,71,4,20,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/21/10,0.01,75,4,21,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/22/10,0,76,4,22,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/23/10,0.02,75,4,23,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/24/10,0,75,4,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/25/10,0,76,4,25,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/26/10,0,76,4,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/28/10,0,76,4,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,4/30/10,0,77,4,30,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/1/10,0,77,5,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/2/10,0.03,73,5,2,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/3/10,0.2,74,5,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/4/10,0.08,76,5,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/5/10,0.01,76,5,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/6/10,0,80,5,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/7/10,0.05,74,5,7,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/8/10,0,77,5,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/9/10,0,77,5,9,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/10/10,0,76,5,10,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/11/10,0,77,5,11,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/13/10,0,78,5,13,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/14/10,0,78,5,14,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/15/10,0,75,5,15,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/16/10,0.03,73,5,16,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/17/10,0,77,5,17,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/18/10,0,76,5,18,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/19/10,0,77,5,19,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/21/10,0.040208333,77,5,21,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/22/10,0,78,5,22,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/23/10,0.05,75,5,23,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/24/10,0,77,5,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/25/10,0,77,5,25,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/26/10,0.02,77,5,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/27/10,0,76,5,27,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/28/10,0,75,5,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/29/10,0,77,5,29,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/30/10,0,77,5,30,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,5/31/10,0,77,5,31,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/1/10,0,78,6,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/2/10,0.01,76,6,2,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/3/10,0,78,6,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/4/10,0,76,6,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/5/10,0,77,6,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/6/10,0,78,6,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/7/10,0,77,6,7,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/8/10,0,78,6,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/9/10,0,78,6,9,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/10/10,0,79,6,10,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/11/10,0,78,6,11,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/12/10,0,78,6,12,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/13/10,0,78,6,13,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/14/10,0,77,6,14,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/15/10,0,78,6,15,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/16/10,0,78,6,16,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/17/10,0,77,6,17,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/18/10,0,77,6,18,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/19/10,0,82,6,19,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/20/10,0,78,6,20,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/21/10,0,78,6,21,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/22/10,0,78,6,22,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/23/10,0,78,6,23,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/24/10,0,78,6,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/25/10,0,77,6,25,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/26/10,0.02,76,6,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/27/10,0,78,6,27,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/28/10,0,78,6,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/29/10,0,78,6,29,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,6/30/10,0,78,6,30,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/1/10,0.01,75,7,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/2/10,0.05,77,7,2,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/3/10,0.09,77,7,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/4/10,0.05,78,7,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/5/10,0.06,78,7,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/6/10,0.08,76,7,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/7/10,0.08,74,7,7,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/8/10,0.03,76,7,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/9/10,0.06,74,7,9,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/10/10,0.09,76,7,10,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/11/10,0,78,7,11,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/12/10,0,77,7,12,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/13/10,0,80,7,13,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/16/10,0.048368201,78,7,16,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/17/10,0.02,76,7,17,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/18/10,0,77,7,18,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/19/10,0.04,77,7,19,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/21/10,0,80,7,21,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/22/10,0,78,7,22,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/24/10,0,80,7,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/25/10,0,79,7,25,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/26/10,0,78,7,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/27/10,0,79,7,27,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/28/10,0,78,7,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/29/10,0,79,7,29,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/30/10,0,78,7,30,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,7/31/10,0.02,77,7,31,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/1/10,0.04,77,8,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/2/10,0.01,76,8,2,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/3/10,0.02,77,8,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/4/10,0.07,77,8,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/5/10,0.08,75,8,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/6/10,0.03,75,8,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/7/10,0,80,8,7,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/8/10,0,77,8,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/9/10,0,78,8,9,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/10/10,0,78,8,10,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/11/10,0,77,8,11,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/12/10,0,76,8,12,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/13/10,0,78,8,13,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/14/10,0,78,8,14,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/15/10,0.01,76,8,15,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/16/10,0,76,8,16,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/17/10,0.05,74,8,17,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/18/10,0,77,8,18,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/19/10,0,79,8,19,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/20/10,0,79,8,20,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/21/10,0,79,8,21,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/22/10,0,75,8,22,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/23/10,0.01,87,8,23,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/24/10,0,78,8,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/25/10,0.04,76,8,25,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/26/10,0.03,78,8,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/27/10,0,78,8,27,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/28/10,0.04,79,8,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/29/10,0,78,8,29,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/30/10,0,78,8,30,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,8/31/10,0,80,8,31,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/1/10,0,77,9,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/2/10,0.02,76,9,2,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/3/10,0.04,78,9,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/4/10,0.01,77,9,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/5/10,0,77,9,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/6/10,0,77,9,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/7/10,0.06,76,9,7,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/8/10,0,78,9,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/9/10,0,78,9,9,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/10/10,0,78,9,10,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/11/10,0.05,78,9,11,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/12/10,0,74,9,12,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/13/10,0,78,9,13,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/14/10,0,79,9,14,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/15/10,0,77,9,15,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/16/10,0,79,9,16,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/17/10,0,78,9,17,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/19/10,0,78,9,19,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/20/10,0,78,9,20,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/21/10,0,79,9,21,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/22/10,0.04,76,9,22,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/23/10,0,78,9,23,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/24/10,0,78,9,24,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/25/10,0,79,9,25,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/26/10,0,74,9,26,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/27/10,0,75,9,27,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/28/10,0,75,9,28,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/29/10,0,78,9,29,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,9/30/10,0.57,73,9,30,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/1/10,0.31,78,10,1,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/2/10,0.03,78,10,2,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/3/10,0,78,10,3,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/4/10,0.06,78,10,4,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/5/10,0,80,10,5,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/6/10,0,79,10,6,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/7/10,0,79,10,7,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/8/10,0,78,10,8,2010
USC00519397,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3,10/9/10,0,78,10,9,2010
